relation.code,relation.type,relation.short,relation.long.desc,visibility,correctness,comments.scores,participant.ID,cond,age,gender,IPT.score,trial,RAW.TLX,relation.dim,order,relation.visible.on.both.sketchmaps
ZSH,object-object.relations,Z (height),correct if sheep is one level above the shark,1,1,NA,3,2D,29,male,5,1,5.333333333333333,Z,2D_first,1
XNS,object-object.relations,Rhino to sheep? X (from left to right of the front of the building),correct if they are the same to the right(overlapped boundaries in the X-direction),1,0,NA,3,2D,29,male,5,1,5.333333333333333,X,2D_first,1
YNS,object-object.relations,Y (front to back of the building),correct if rhino is further back than the sheep,1,0,NA,3,2D,29,male,5,1,5.333333333333333,Y,2D_first,1
ZNS,object-object.relations,Z (height),correct if sheep is two levels above the rhino,1,1,NA,3,2D,29,male,5,1,5.333333333333333,Z,2D_first,1
XKS,object-object.relations,cat to Sheep? X (from left to right of the front of the building),correct if sheep is further right than the cat,1,1,NA,3,2D,29,male,5,1,5.333333333333333,X,2D_first,1
YKS,object-object.relations,Y (front to back of the building),correct if sheep is further back than the cat,1,1,NA,3,2D,29,male,5,1,5.333333333333333,Y,2D_first,1
ZKS,object-object.relations,Z (height),correct if sheep is two floors above the cat,1,1,NA,3,2D,29,male,5,1,5.333333333333333,Z,2D_first,1
XBS,object-object.relations,Tree to Sheep? X (from left to right of the front of the building),correct if tree is further left than the sheep,1,1,NA,3,2D,29,male,5,1,5.333333333333333,X,2D_first,1
YBS,object-object.relations,Y (front to back of the building),correct if tree is further back than the sheep,1,1,NA,3,2D,29,male,5,1,5.333333333333333,Y,2D_first,1
ZBS,object-object.relations,Z (height),correct if sheep is two floors above the trees,1,1,NA,3,2D,29,male,5,1,5.333333333333333,Z,2D_first,1
XAS,object-object.relations,Car to Sheep? X (from left to right of the front of the building),correct if car is further right than the sheep,1,1,NA,3,2D,29,male,5,1,5.333333333333333,X,2D_first,1
YAS,object-object.relations,Y (front to back of the building),correct if sheep if further back than the car,1,1,NA,3,2D,29,male,5,1,5.333333333333333,Y,2D_first,1
ZAS,object-object.relations,Z (height),correct if sheep is two floors above the car,1,1,NA,3,2D,29,male,5,1,5.333333333333333,Z,2D_first,1
XNP,object-object.relations,Rhino to path? X (from left to right of the front of the building),correct if the rhino is on the left hand side of the first left turn of the route,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YNP,object-object.relations,Y (front to back of the building),correct if rhino is between the entrance and the first left turn,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZNP,object-object.relations,Z (height),correct if the rhino is on the same height(overlapped boundaries in the Z-direction) as the first segment of the path,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XSP,object-object.relations,Sheep to path? X (from left to right of the front of the building),correct if the sheep is further left than the top level segment of the path,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YSP,object-object.relations,Y (front to back of the building),correct if sheep is between the two segments that are entering and leaving the top-level room,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZSP,object-object.relations,Z (height),correct if sheep is on the same height(overlapped boundaries in the Z-direction) as the U-turn segments,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XHP,object-object.relations,Shark to path? X (from left to right of the front of the building),correct if shark is further to the right than the penultimate segment of the route (the one that goes from the stairs through the office),0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YHP,object-object.relations,Y (front to back of the building),correct if the shark is between the stairs where the path goes down and the finish(-button),0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,0
ZHP,object-object.relations,Z (height),correct if shark is on the same height (overlapped boundaries in the Z-direction) as the finish(-button),1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XKP,object-object.relations,cat to path? X (from left to right of the front of the building),correct if cat is left to the first segment but obviously not next to the path,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,1
YKP,object-object.relations,Y (front to back of the building),correct if cat is further back than the start of the path and it is in front of the first turn of the path,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZKP,object-object.relations,Z (height),correct if cat is on the same level(overlapped boundaries in the Z-direction) as the first segment of the path,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XBP,object-object.relations,Trees to path? X (from left to right of the front of the building),correct if the tree is further left than the first turn of the route,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YBP,object-object.relations,Y (front to back of the building),correct if the tree is further back than all of the path's segments,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZBP,object-object.relations,Z (height),correct if tree is on the same level(overlapped boundaries in the Z-direction) as the first segment of the path,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XAP,object-object.relations,Car to path? X (from left to right of the front of the building),correct if car is further right than all segments of the path,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YAP,object-object.relations,Y (front to back of the building),correct if car is ca. as far in front as the start of the path or even a bit further to the front,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZAP,object-object.relations,Z (height),correct if car is on the same level(overlapped boundaries in the Z-direction) as the first segment of the path,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XAB,object-object.relations,Car to tree? X (from left to right of the front of the building),correct if car is further right than the tree,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YAB,object-object.relations,Y (front to back of the building),correct if car is further in the front than the tree,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZAB,object-object.relations,Z (height),correct if both are on the same level(overlapped boundaries in the Z-direction),1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XAK,object-object.relations,Car to cat? X (from left to right of the front of the building),correct if car is further to the right than the cat,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,1
YAK,object-object.relations,Y (front to back of the building),correct if car is more to the front than the cat,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZAK,object-object.relations,Z (height),correct if both are on the same level(overlapped boundaries in the Z-direction),1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XBK,object-object.relations,Tree to cat? X (from left to right of the front of the building),correct if both are the same to the left (overlapped boundaries in the X-direction),0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YBK,object-object.relations,Y (front to back of the building),correct if tree is further to the back than the cat,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZBK,object-object.relations,Z (height),correct if both are on the same level(overlapped boundaries in the Z-direction),1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XKN,object-object.relations,cat to Rhino X (from left to right of the front of the building),correct if cat is further left than the rhino,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YKN,object-object.relations,Y (front to back of the building),correct if cat is further to the front than the rhino,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZKN,object-object.relations,Z (height),correct if both are on the same level(overlapped boundaries in the Z-direction),1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XAN,object-object.relations,Car to Rhino? X (from left to right of the front of the building),correct if car is further right than the rhino,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,1
YAN,object-object.relations,Y (front to back of the building),correct if car is further to the front than the rhino,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZAN,object-object.relations,Z (height),correct if both are on the same level(overlapped boundaries in the Z-direction),1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XBN,object-object.relations,Tree to Rhino? X (from left to right of the front of the building),correct if tree is further left than the rhino,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YBN,object-object.relations,Y (front to back of the building),correct if tree is further back than the rhino,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZBN,object-object.relations,Z (height),correct if both are on the same level(overlapped boundaries in the Z-direction),1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XKH,object-object.relations,Cat to Shark? X (from left to right of the front of the building),correct if they are the same to the left(overlapped boundaries in the X-direction),0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YKH,object-object.relations,Y (front to back of the building),correct if they are the same to the front (overlapped boundaries in the Y-direction),1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZKH,object-object.relations,Z (height),correct if shark is one level above the cat,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XNH,object-object.relations,Rhino to Shark? X (from left to right of the front of the building),correct if rhino is further right than the shark,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YNH,object-object.relations,Y (front to back of the building),correct if rhino is further back than the shark,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZNH,object-object.relations,Z (height),correct if shark is one level above the rhino,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XBH,object-object.relations,Tree to shark? X (from left to right of the front of the building),correct if they are the same to the left(overlapped boundaries in the X-direction),0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YBH,object-object.relations,Y (front to back of the building),correct if tree is further back than the shark,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZBH,object-object.relations,Z (height),correct if shark is one level above the trees,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XAH,object-object.relations,Car to shark? X (from left to right of the front of the building),correct if car is further right than the shark,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YAH,object-object.relations,Y (front to back of the building),correct if car is further to the front than the shark,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZAH,object-object.relations,Z (height),correct if shark is one level above the car,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XSH,object-object.relations,Sheep to Shark? X (from left to right of the front of the building),correct if sheep is further right than the shark,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YSH,object-object.relations,Y (front to back of the building),correct if sheep is further back than the shark,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZSH,object-object.relations,Z (height),correct if sheep is one level above the shark,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XNS,object-object.relations,Rhino to sheep? X (from left to right of the front of the building),correct if they are the same to the right(overlapped boundaries in the X-direction),0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YNS,object-object.relations,Y (front to back of the building),correct if rhino is further back than the sheep,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZNS,object-object.relations,Z (height),correct if sheep is two levels above the rhino,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XKS,object-object.relations,cat to Sheep? X (from left to right of the front of the building),correct if sheep is further right than the cat,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
YKS,object-object.relations,Y (front to back of the building),correct if sheep is further back than the cat,1,1,NA,4,2D,25,female,4,2,2.8333333333333335,Y,3D_first,1
ZKS,object-object.relations,Z (height),correct if sheep is two floors above the cat,1,0,NA,4,2D,25,female,4,2,2.8333333333333335,Z,3D_first,1
XBS,object-object.relations,Tree to Sheep? X (from left to right of the front of the building),correct if tree is further left than the sheep,0,NA,NA,4,2D,25,female,4,2,2.8333333333333335,X,3D_first,0
