relation.code,relation.type,relation.short,relation.long.desc,visibility,correctness,comments.scores,participant.ID,cond
XSP,object-path.relations,Sheep to path? X (from left to right of the front of the first building),"Correct, if the Sheep is further left than the left turn segment that goes behind building 3",1,0,NA,104,2D
YSP,object-path.relations,Y (front to back of the first building),"Correct, if Sheep is closer to the front than the left turn segment that goes behind building 3",1,0,NA,104,2D
ZSP,object-path.relations,Z (height),"Correct, if Sheep is on the same height(overlapped boundaries in the Z-direction) as the left turn segment that goes behind building 3",1,1,NA,104,2D
XHP,object-path.relations,Shark to path? X (from left to right of the front of the first building),"Correct, if Shark is further to the left than any part of the path",1,1,NA,104,2D
YHP,object-path.relations,Y (front to back of the first building),"Correct, if the Shark is between the 2 turns at the beginning and at the end of building 4",1,1,NA,104,2D
ZHP,object-path.relations,Z (height),"Correct, if Shark is higher than the path passing next to it.",1,1,NA,104,2D
XKP,object-path.relations,cat to path? X (from left to right of the front of the first building),"Correct, if Cat is between the first right turn of the path and the left turn of the path that goes out from building 2",1,0,NA,104,2D
YKP,object-path.relations,Y (front to back of the first building),"Correct, if Cat is further in the back than the path segment that goes through building 2.",1,0,NA,104,2D
ZKP,object-path.relations,Z (height),"Correct, if Cat is on the same height(overlapped boundaries in the Z-direction) as the path segment that goes through of building 2.",0,NA,NA,104,2D
XBP,object-path.relations,Trees to path? X (from left to right of the front of the first building),"Correct, if the Tree is between two turns before and after building 5",1,1,NA,104,2D
YBP,object-path.relations,Y (front to back of the first building),"Correct, if the Tree is ca. as far in front as the path segment that goes through building 5",1,1,NA,104,2D
ZBP,object-path.relations,Z (height),"Correct, if Tree is higher than the path segment that goes through building 5",1,1,NA,104,2D
XAP,object-path.relations,Car to path? X (from left to right of the front of the first building),"Correct, if Car is further right than the first segment of the path",1,1,NA,104,2D
YAP,object-path.relations,Y (front to back of the first building),"Correct, if Car is between the start of the path and the first right turn of the path.",1,1,NA,104,2D
ZAP,object-path.relations,Z (height),"Correct, if Car is on the same height(overlapped boundaries in the Z-direction) as the first segment of the path",0,NA,NA,104,2D
XAB,object-object.relations,Car to tree? X (from left to right of the front of the first building),"Correct, if Car is further right than the Tree",1,1,NA,104,2D
YAB,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Tree",1,1,NA,104,2D
ZAB,object-object.relations,Z (height),"Correct, if Car is below the Tree.",1,1,NA,104,2D
XAK,object-object.relations,Car to cat? X (from left to right of the front of the first building),"Correct, if Car is further to the left than the Cat",1,1,NA,104,2D
YAK,object-object.relations,Y (front to back of the first building),"Correct, if Car is more to the front than the Cat",1,1,NA,104,2D
ZAK,object-object.relations,Z (height),"Correct, if Car is below the Cat",1,1,NA,104,2D
XBK,object-object.relations,Tree to cat? X (from left to right of the front of the first building),"Correct, if Tree is further to the left than the Cat",1,1,NA,104,2D
YBK,object-object.relations,Y (front to back of the first building),"Correct, if Tree is further to the back than the Cat",1,1,NA,104,2D
ZBK,object-object.relations,Z (height),"Correct, if Tree is below the Cat",0,NA,NA,104,2D
XKN,object-object.relations,cat to Rhino X (from left to right of the front of the first building),"Correct, if Cat is further right than the Rhino",1,1,NA,104,2D
YKN,object-object.relations,Y (front to back of the first building),"Correct, if Cat is further to the back than the Rhino",1,1,NA,104,2D
ZKN,object-object.relations,Z (height),"Correct, if Cat is above the Rhino",1,1,NA,104,2D
XAN,object-object.relations,Car to Rhino? X (from left to right of the front of the first building),"Correct, if Car is further right than the Rhino",1,1,NA,104,2D
YAN,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Rhino",1,0,NA,104,2D
ZAN,object-object.relations,Z (height),"Correct, if both are on the same level",1,1,NA,104,2D
XBN,object-object.relations,Tree to Rhino? X (from left to right of the front of the first building),"Correct, if Tree and Rhino are the same to the left",1,0,NA,104,2D
YBN,object-object.relations,Y (front to back of the first building),"Correct, if Tree is further back than the Rhino",1,1,NA,104,2D
ZBN,object-object.relations,Z (height),"Correct, if Tree is above the Rhino",1,1,NA,104,2D
XKH,object-object.relations,Cat to Shark? X (from left to right of the front of the first building),"Correct, if Cat is further right than the Shark",1,1,NA,104,2D
YKH,object-object.relations,Y (front to back of the first building),"Correct, if Cat is closer to the front than the Shark",1,1,NA,104,2D
ZKH,object-object.relations,Z (height),"Correct, if Cat is above the Shark",0,NA,NA,104,2D
XNH,object-object.relations,Rhino to Shark? X (from left to right of the front of the first building),"Correct, if Rhino is further right than the Shark",1,0,NA,104,2D
YNH,object-object.relations,Y (front to back of the first building),"Correct, if Rhino is closer to the front than the Shark",1,1,NA,104,2D
ZNH,object-object.relations,Z (height),"Correct, if Shark is above the Rhino",1,1,NA,104,2D
XBH,object-object.relations,Tree to shark? X (from left to right of the front of the first building),"Correct, if Tree is further right than the Shark",1,1,NA,104,2D
YBH,object-object.relations,Y (front to back of the first building),"Correct, if Tree is closer to the front than the Shark",1,1,NA,104,2D
ZBH,object-object.relations,Z (height),"Correct, if Tree and Shark are on the same level",0,NA,NA,104,2D
XAH,object-object.relations,Car to shark? X (from left to right of the front of the first building),"Correct, if Car is further to the right than the Shark",1,1,NA,104,2D
YAH,object-object.relations,Y (front to back of the first building),"Correct, if Car is closer to the front than the Shark",1,1,NA,104,2D
ZAH,object-object.relations,Z (height),"Correct, if Shark is above the Car",1,1,NA,104,2D
XSH,object-object.relations,Sheep to Shark? X (from left to right of the front of the first building),"Correct, if Sheep is further right than the Shark",1,1,NA,104,2D
YSH,object-object.relations,Y (front to back of the first building),"Correct, if Sheep is further back than the Shark",1,0,NA,104,2D
ZSH,object-object.relations,Z (height),"Correct, if Sheep is above the Shark",0,NA,NA,104,2D
XNS,object-object.relations,Rhino to sheep? X (from left to right of the front of the first building),"Correct, if Rhino is further left than the Sheep",1,1,NA,104,2D
YNS,object-object.relations,Y (front to back of the first building),"Correct, if Rhino is closer to the front than the Sheep",1,1,NA,104,2D
ZNS,object-object.relations,Z (height),"Correct, if Sheep is above the Rhino",1,1,NA,104,2D
XKS,object-object.relations,cat to Sheep? X (from left to right of the front of the first building),"Correct, if Sheep is further right than the Cat",1,0,NA,104,2D
YKS,object-object.relations,Y (front to back of the first building),"Correct, if Sheep is further back than the Cat",1,1,NA,104,2D
ZKS,object-object.relations,Z (height),"Correct, if they are on the same level",0,NA,NA,104,2D
XBS,object-object.relations,Tree to Sheep? X (from left to right of the front of the first building),"Correct, if Tree is further left than the Sheep",1,1,NA,104,2D
YBS,object-object.relations,Y (front to back of the first building),"Correct, if Tree is closer to the front than the Sheep",1,1,NA,104,2D
ZBS,object-object.relations,Z (height),"Correct, if Sheep is above the Trees",0,NA,NA,104,2D
XAS,object-object.relations,Car to Sheep? X (from left to right of the front of the first building),"Correct, if Car is further left than the Sheep",1,1,NA,104,2D
YAS,object-object.relations,Y (front to back of the first building),"Correct, if Sheep is further back than the Car",1,1,NA,104,2D
ZAS,object-object.relations,Z (height),"Correct, if Sheep is above the Car",1,1,NA,104,2D
XYPG1,path-building.relations,Path to building 1?,"Correct, if both conditions apply:
- the first segment of the path goes through the building
- The last segment of the path overlaps with the building and goes across it",1,1,NA,105,2D
ZPG1,path-building.relations,Path to building 1?,"Correct, if both conditions apply:
- the first segment of the path goes under the roof
- The last segment of the path is above the roof",0,NA,NA,105,2D
XYPG2,path-building.relations,Path to building 2?,"Correct, if the path comes through the building",1,1,NA,105,2D
ZPG2,path-building.relations,Path to building 2?,"Correct, if the path comes through the openning in the top of the building",0,NA,NA,105,2D
XYPG3,path-building.relations,Path to building 3?,"Correct, if the path makes a left turn behind the building",0,NA,NA,105,2D
ZPG3,path-building.relations,Path to building 3?,"Correct, the path's height is in the top half part of the building",0,NA,NA,105,2D
XYPG4,path-building.relations,Path to building 4?,"Correct, if the path is to the right side of the building and does not cross/overlap it",1,0,NA,105,2D
ZPG4,path-building.relations,Path to building 4?,"Correct, if the path's height is in the top half part of the building",0,NA,NA,105,2D
XYPG5,path-building.relations,Path to building 5?,"Correct, if the path goes between two towers",1,1,NA,105,2D
ZPG5,path-building.relations,Path to building 5?,"Correct, if the path goes under the bridge of the building",0,NA,NA,105,2D
XYPG6,path-building.relations,Path to building 6?,"Correct, if the path makes 2 circles around the building",1,0,NA,105,2D
